name,link,value,words,domain,feature
Oil prices and budgets:The OPEC countries most at risk,http://www.cnbc.com/2015/12/03/oil-prices-and-budgetsthe-opec-countries-most-at-risk.html,42341,705,www.cnbc.com,0
Supreme Court could be most liberal in decades,http://www.cnbc.com/2016/02/17/supreme-court-could-be-most-liberal-in-decades.html,42417,706,www.cnbc.com,0
Rents in Cleveland skyrocket ahead of Republican National Convention,http://money.cnn.com/2015/03/13/real_estate/cleveland-rents-convention/index.html,42076,714,money.cnn.com,0
Venezuela's toxic economy has seeped into the filings of 13% of S&P 500 companies this year,http://www.cnbc.com/2016/11/16/venezuelas-crashing-economy-has-an-effect-on-us-corporate-earnings.html,42690,714,www.cnbc.com,0
Dstillery doubles its capital with $24M investment,http://www.crainsnewyork.com/article/20140731/TECHNOLOGY/140739967/dstillery-doubles-its-capital-with-24m-investment,41851,715,www.crainsnewyork.com,0
"With Scalia missing, the Supreme Court still hates ties",http://www.cnbc.com/2016/06/28/with-scalia-missing-the-supreme-court-still-hates-ties.html,42549,722,www.cnbc.com,0
Blame the robots for copyright notice dysfunction,http://www.cnbc.com/2016/03/29/blame-the-robots-for-copyright-notice-dysfunction.html,42458,724,www.cnbc.com,0
Why Wall Street analysts almost never put 'sell' ratings on stocks they cover,http://www.cnbc.com/2017/01/26/sell-ratings-by-wall-street-analysts-almost-never-happen.html,42761,728,www.cnbc.com,0
"When crude is far cheaper than gasoline, middlemen win",http://www.cnbc.com/2015/09/03/when-crude-is-far-cheaper-than-gasoline-middlemen-win.html,42250,731,www.cnbc.com,0
"For onboard Wi-Fi, not all airlines are equal",http://www.cnbc.com/id/102790039,42181,732,www.cnbc.com,0
The debate topics they finally talked about,http://www.cnbc.com/2016/10/20/the-debate-topics-they-finally-talked-about.html,42663,732,www.cnbc.com,0
Trump's big advantage: open primaries.,http://www.cnbc.com/2016/03/22/trumps-big-advantage-open-primaries.html,42451,733,www.cnbc.com,0
"For Onboard Wi-Fi, Not All Airlines are Equal",http://www.nbcnews.com/business/travel/onboard-wi-fi-not-all-airlines-are-equal-n382621,42182,734,www.nbcnews.com,0
Low down payment mortgages make a comeback,http://money.cnn.com/2015/02/16/real_estate/low-down-payment-mortgages/index.html,42051,739,money.cnn.com,0
What is wrong with the pay equality prediction?,http://www.cnbc.com/2015/11/20/davos-equality-data-is-probably-wrong-.html,42328,739,www.cnbc.com,0
"Trump's court pick could give him decades of influence, but other presidents have had more",http://www.cnbc.com/2017/03/24/gorsuch-could-give-trump-decades-of-supreme-court-influence.html,42818,740,www.cnbc.com,0
Here's how the big winter storm will play out in corporate earnings,http://www.cnbc.com/2017/03/14/noreaster-big-winter-storm-affects-corporate-earnings.html,42808,741,www.cnbc.com,0
"For Onboard Wi-Fi, Not All Airlines are Equal",http://www.nbcnews.com/business/travel/onboard-wi-fi-not-all-airlines-are-equal-n382621,42182,743,www.nbcnews.com,0
Why buyouts are blowing away IPOs when investors want to 'cash out',http://www.cnbc.com/2017/01/06/ipos-vs-mergers-buyouts-blow-away-ipos-when-investors-cash-out.html,42741,743,www.cnbc.com,0
Sorting through the GOP candidates: All 98 so far!,http://www.cnbc.com/id/102778622,42179,747,www.cnbc.com,0
Ford faces a strike--but strikes don't happen much anymore,http://www.cnbc.com/2015/10/01/ford-faces-a-strike-but-strikes-dont-happen-much-anymore.html,42278,748,www.cnbc.com,0
Easter wins the candy battle,http://www.cnbc.com/2016/03/24/easter-wins-the-candy-battle.html,42453,748,www.cnbc.com,0
Three charts explaining China's strange stock market,http://www.cnbc.com/id/102817993,42194,750,www.cnbc.com,0
The Highway Trust Fund is anything but trustworthy,http://www.cnbc.com/2015/08/02/the-highway-trust-fund-is-anything-but-trustworthy.html,42218,755,www.cnbc.com,0
This drought solution takes less energy than air conditioning,http://www.cnbc.com/id/102710719,42151,759,www.cnbc.com,0
Clinton vs. Trump: The comments that got the biggest reactions,http://www.cnbc.com/2016/09/27/these-debate-comments-got-the-biggest-reactions-online-.html,42640,760,www.cnbc.com,0
"Men More Likely to Take Paternity Leave for a Son, Research Shows",http://www.nbcnews.com/business/careers/men-more-likely-take-paternity-leave-son-research-shows-n472151,42339,762,www.nbcnews.com,0
The other 1%: Fewer and fewer public companies are getting more and more of the pie,http://www.cnbc.com/2016/11/30/public-companies-are-getting-more-concentrated-over-time-.html,42704,762,www.cnbc.com,0
Oil slide is depleting the coffers of these companies,http://www.cnbc.com/2016/01/29/these-energy-companies-are-running-low-on-cash.html,42398,766,www.cnbc.com,0
How much do countries spend to get you to show up?,http://www.cnbc.com/2016/09/29/tourism-how-much-do-countries-spend-to-attract-tourists.html,42642,767,www.cnbc.com,0
What's cheaper in your city: Cabs or ride shares?,http://www.cnbc.com/2015/08/31/whats-cheaper-in-your-city-cabs-or-ride-shares.html,42247,769,www.cnbc.com,0
New York hospitals ranked high nationally,http://www.crainsnewyork.com/article/20140715/HEALTH_CARE/140719941/new-york-hospitals-ranked-high-nationally,41835,770,www.crainsnewyork.com,0
"Men More Likely to Take Paternity Leave for a Son, Research Shows",http://www.nbcnews.com/business/careers/men-more-likely-take-paternity-leave-son-research-shows-n472151,42339,771,www.nbcnews.com,0
Pay ratios: Who's getting named and shamed?,http://www.cnbc.com/2015/08/07/pay-ratios-whos-getting-named-and-shamed.html,42223,776,www.cnbc.com,0
Contra funds aren't always contrarian,http://www.cnbc.com/2016/12/28/contra-funds-arent-always-contrarian.html,42732,778,www.cnbc.com,0
The Supreme Court can deal with eight justices,http://www.cnbc.com/2016/03/03/the-supreme-court-can-deal-with-eight-justices.html,42432,785,www.cnbc.com,0
Manhattan rents resume upward march,http://www.crainsnewyork.com/article/20140612/REAL_ESTATE/140619958/manhattan-rents-resume-upward-march,41802,796,www.crainsnewyork.com,0
ESPN isn't the only cable network that suffered this year,http://www.cnbc.com/2016/12/09/espn-isnt-the-only-cable-network-that-suffered-this-year.html,42713,796,www.cnbc.com,0
"By this metric, many dividends are now unsustainable",http://www.cnbc.com/2016/06/02/by-this-metric-many-dividends-are-now-unsustainable.html,42523,797,www.cnbc.com,0
"Money can buy happiness, but only to a point",http://www.cnbc.com/2015/12/14/money-can-buy-happiness-but-only-to-a-point.html,42352,798,www.cnbc.com,0
"The looming budget cliff, in four charts",http://www.cnbc.com/2017/03/31/cboinfourcharts-fahey-170330-dc-.html,42825,800,www.cnbc.com,0
"Obama's final State of the Union, by the numbers",http://www.cnbc.com/2016/01/13/obamas-final-state-of-the-union-by-the-numbers.html,42382,801,www.cnbc.com,0
No dogs allowed: San Francisco's pet housing crisis,http://money.cnn.com/2015/02/20/real_estate/pets-san-francisco/index.html,42055,806,money.cnn.com,0
Watch for executives to blame the late Easter for any weak first-quarter earnings,http://www.cnbc.com/2017/04/13/watch-for-executives-to-blame-the-late-easter-for-any-weak-first-quarter-earnings.html,42838,807,www.cnbc.com,0
It doesn't take much to ruin a space insurer's year,http://www.cnbc.com/2015/07/27/it-doesnt-take-much-to-ruin-a-space-insurers-year.html,42212,816,www.cnbc.com,0
Assessing the threat of Russia hacking the US election,http://www.cnbc.com/2016/10/11/russian-hackers-may-try-to-disrupt-us-elections.html,42654,824,www.cnbc.com,0
Is your financial advisor a criminal? Stats say ...,http://www.cnbc.com/2015/11/09/is-your-financial-advisor-a-criminal-stats-say.html,42317,834,www.cnbc.com,0
Panama Papers offshore companies linked to homes in expensive areas,http://www.cnbc.com/2016/05/18/panama-papers-offshore-companies-linked-to-homes-in-expensive-areas.html,42508,840,www.cnbc.com,0
"When a rocket blows up, space insurers pay for it",http://www.cnbc.com/2016/09/01/when-a-rocket-blows-up-space-insurers-pay-for-it.html,42614,840,www.cnbc.com,0
Why stock buybacks often end up disappointing,http://www.cnbc.com/2016/04/13/why-stock-buybacks-often-end-up-disappointing.html,42473,850,www.cnbc.com,0
Why movies are sometimes here and gone in theaters,http://www.cnbc.com/2015/11/17/why-movies-are-sometimes-here-and-gone-in-theaters.html,42325,864,www.cnbc.com,0
Juctice Department decision not a death sentence for private prisons,http://www.cnbc.com/2016/08/25/juctice-department-decision-not-a-death-sentence-for-private-prisons.html,42607,867,www.cnbc.com,0
American opinions have been inconsistent over the years,http://www.cnbc.com/2016/08/12/free-trade-american-opinions-have-been-inconsistent-over-the-years.html,42594,870,www.cnbc.com,0
Good news: Wholesale turkeys are cheaper! Bad news: You're going to pay the same,http://www.cnbc.com/2016/11/23/wholesale-turkeys-are-cheaper-but-consuemrs-are-going-to-pay-the-same.html,42697,875,www.cnbc.com,0
Defense industry giants have good reason to watch Trump's Carrier deal closely,http://www.cnbc.com/2016/12/02/trump-carrier-deal-may-worry-us-defense-firms.html,42706,898,www.cnbc.com,0
How Yahoo's 1 billion account breach stacks up with the biggest hacks ever,http://www.cnbc.com/2016/12/15/how-yahoos-1-billion-account-breach-stacks-up-with-biggest-hacks-ever.html,42719,900,www.cnbc.com,0
5 highest paying jobs for military vets,http://money.cnn.com/2015/03/16/pf/military-jobs/index.html,42079,912,money.cnn.com,0
Buffalo's $1 homes aren't as cheap as they seem,http://money.cnn.com/2015/03/03/real_estate/buffalo-1-homes/index.html,42066,921,money.cnn.com,0
When did Republicans become obsessed with Reagan?,http://www.cnbc.com/2015/10/05/when-did-republicans-become-obsessed-with-reagan.html,42282,922,www.cnbc.com,2
Trump's 'tax holiday' could be a windfall for these stocks,http://www.cnbc.com/2017/05/02/trump-tax-holiday-could-be-windall-for-these-stocks.html,42857,927,www.cnbc.com,0
Don't count on ADP payroll figures to predict the Friday jobs report,http://www.cnbc.com/2016/10/06/employment-dont-count-on-adp-payroll-figures-to-predict-the-friday-jobs-report.html,42649,933,www.cnbc.com,0
The language being used in earnings calls reveals changing attitudes toward Trump,http://www.cnbc.com/2017/04/21/business-optimism-for-trump-is-shrinking-analysis.html,42846,936,www.cnbc.com,0
How the Department of Energy became a major taxpayer liability,http://www.cnbc.com/2016/07/05/how-the-department-of-energy-became-a-major-taxpayer-liability.html,42556,943,www.cnbc.com,0
Small hedge funds aren't as great as they say,http://www.cnbc.com/2015/08/11/small-hedge-funds-arent-as-great-as-they-say.html,42227,960,www.cnbc.com,0
Christians take page from LGBT model to pressure companies,http://www.cnbc.com/2015/12/23/christians-take-page-from-lgbt-model-to-pressure-companies.html,42361,967,www.cnbc.com,0
Biggest NYC broker feeds swelling Web database,http://www.crainsnewyork.com/article/20140625/REAL_ESTATE/140629906/biggest-nyc-broker-feeds-swelling-web-database,41815,990,www.crainsnewyork.com,0
Rangers ticket prices plummet 57%,http://www.crainsnewyork.com/article/20140610/MEDIA_ENTERTAINMENT/140619978/rangers-ticket-prices-plummet-57,41800,1001,www.crainsnewyork.com,0
Killing Dodd-Frank before the rules are even fully written,http://www.cnbc.com/2017/02/09/killing-dodd-frank-before-the-rules-are-even-fully-written.html,42775,1009,www.cnbc.com,0
Midtown south rents close in on midtown's,http://www.crainsnewyork.com/article/20140703/REAL_ESTATE/140709951/midtown-south-rents-close-in-on-midtowns,41823,1011,www.crainsnewyork.com,0
MTA lays out LIRR strike contingency plan,http://www.crainsnewyork.com/article/20140711/TRANSPORTATION/140719966/mta-lays-out-lirr-strike-contingency-plan,41831,1014,www.crainsnewyork.com,0
Wage growth hits recent highs--how new min wages may factor in the future,http://www.cnbc.com/2016/07/08/wage-growth-hits-recent-highs-how-new-min-wages-may-factor-in-the-future.html,42559,1015,www.cnbc.com,0
Tappan Zee Bridge tolls could more than double,http://www.crainsnewyork.com/article/20140717/REAL_ESTATE/140719880/tappan-zee-bridge-tolls-could-more-than-double,41837,1017,www.crainsnewyork.com,0
Higher Tappan Zee Bridge tolls likely,http://www.crainsnewyork.com/article/20140717/REAL_ESTATE/140719880/higher-tappan-zee-bridge-tolls-likely,41837,1017,www.crainsnewyork.com,0
Trump shows up in 1 in 5 corporate earnings conference calls,http://www.cnbc.com/2017/01/30/donald-trump-mentioned-in-1-in-5-earnings-calls.html,42765,1024,www.cnbc.com,0
What the wildfires are costing us,http://www.cnbc.com/2015/08/19/what-the-wildfires-are-costing-us.html,42235,1025,www.cnbc.com,0
"Austin has over 9,000 sugar daddies? Data says not so fast",http://www.cnbc.com/2015/09/26/s-data-says-not-so-fast.html,42273,1026,www.cnbc.com,0
"Foodily, FreshDirect launch recipe delivery service",http://www.crainsnewyork.com/article/20140805/RETAIL_APPAREL/140809957/foodily-freshdirect-launch-recipe-delivery-service,41856,1039,www.crainsnewyork.com,0
"Foodily, FreshDirect start recipe delivery service",http://www.crainsnewyork.com/article/20140805/RETAIL_APPAREL/140809957/foodily-freshdirect-start-recipe-delivery-service,41857,1039,www.crainsnewyork.com,0
Digital ads: More expensive but reaching fewer consumers,http://www.cnbc.com/2017/03/20/digital-ads-more-expensive-but-reaching-fewer-consumers.html,42814,1042,www.cnbc.com,0
NYC pays $583K in Occupy Wall Street case,http://www.crainsnewyork.com/article/20140610/NEWS/140619984/nyc-pays-583k-in-occupy-wall-street-case,41800,1046,www.crainsnewyork.com,0
Town Residential turns to digital training,http://www.crainsnewyork.com/article/20140701/REAL_ESTATE/140639979/town-residential-turns-to-digital-training,41821,1047,www.crainsnewyork.com,0
Cash Burn: Why We're Spending More and More Fighting Wildfires,http://www.nbcnews.com/storyline/western-wildfires/cash-burn-why-were-spending-more-more-fighting-wildfires-n412536,42235,1047,www.nbcnews.com,0
Netflix vs Amazon: estimating the better deal,http://www.cnbc.com/2016/04/22/netflix-vs-amazon-estimating-the-better-deal.html,42482,1047,www.cnbc.com,0
Cash Burn: Why We're Spending More and More Fighting Wildfires,http://www.nbcnews.com/storyline/western-wildfires/cash-burn-why-were-spending-more-more-fighting-wildfires-n412536,42235,1056,www.nbcnews.com,0
Samsung Galaxy Note 7 recall compared to the biggest ever,http://www.cnbc.com/2016/10/12/samsung-galaxy-note-7-recall-compared-to-the-biggest-ever.html,42655,1063,www.cnbc.com,0
Sales soar at Brooklyn's tallest building,http://www.crainsnewyork.com/article/20140624/REAL_ESTATE/140629930/sales-soar-at-brooklyns-tallest-building,41814,1128,www.crainsnewyork.com,0
Horse show gallops into Central Park,http://www.crainsnewyork.com/article/20140729/POLITICS/140729842/horse-show-gallops-into-central-park,41849,1146,www.crainsnewyork.com,0
This weather app will give you the most accurate forecasts,http://www.cnbc.com/2016/08/25/this-weather-app-will-give-you-the-most-accurate-forecasts.html,42607,1147,www.cnbc.com,0
WeWork gives Columbia-bred startups a home,http://www.crainsnewyork.com/article/20140715/SMALLBIZ/140719924/wework-gives-columbia-bred-startups-a-home,41835,1158,www.crainsnewyork.com,0
Supersized quarters: Some public companies just don't report quarterly info the same as everyone else,http://www.cnbc.com/2017/02/27/supersized-quarters-some-companies-report-quarterly-info-differently-than-everyone-else.html,42793,1216,www.cnbc.com,0
Two entrepreneurial firms tie the knot,http://www.crainsnewyork.com/article/20140716/SMALLBIZ/140719897/two-entrepreneurial-firms-tie-the-knot,41836,1217,www.crainsnewyork.com,0
How Wall Street gets all Big Brother on emails,http://www.cnbc.com/2016/06/21/how-wall-street-gets-all-big-brother-on-emails.html,42542,1229,www.cnbc.com,0
Office construction hits fastest pace since 1990,http://www.crainsnewyork.com/article/20140616/REAL_ESTATE/140619895/office-construction-hits-fastest-pace-since-1990,41806,1230,www.crainsnewyork.com,0
Strong dollar could stifle tourism boom,http://www.crainsnewyork.com/article/20150104/HOSPITALITY_TOURISM/301049986/strong-dollar-could-stifle-tourism-boom,42008,1241,www.crainsnewyork.com,0
Poll: New argument for congestion pricing might help,http://www.crainsnewyork.com/article/20140616/TRANSPORTATION/140619896/poll-new-argument-for-congestion-pricing-might-help,41806,1262,www.crainsnewyork.com,0
Building boom lifts all firms involved,http://www.crainsnewyork.com/article/20140708/REAL_ESTATE/307069999/building-boom-lifts-all-firms-involved,41828,1282,www.crainsnewyork.com,0
Biz leaders impressed by city's school plans,http://www.crainsnewyork.com/article/20141120/POLITICS/141129985/biz-leaders-impressed-by-citys-school-plans,41963,1286,www.crainsnewyork.com,0
What the candidates say they'll debate but probably won't,http://www.cnbc.com/2016/10/19/what-the-candidates-say-theyll-debate-but-probably-wont.html,42662,1301,www.cnbc.com,0
Bar owners brace for Rangers rush,http://www.crainsnewyork.com/article/20140604/NEWS/140609947/bar-owners-brace-for-rangers-rush,41794,1323,www.crainsnewyork.com,0
The mystery of how a company set up to search for Bigfoot hit a $10 billion value,http://www.cnbc.com/2016/08/17/the-mystery-of-how-a-company-set-up-to-search-for-bigfoot-hit-a-10-billion-value.html,42599,1354,www.cnbc.com,0
Handyman booking site raises $30M from Steve Case,http://www.crainsnewyork.com/article/20140611/TECHNOLOGY/140619960/handyman-booking-site-raises-30m-from-steve-case,41801,1358,www.crainsnewyork.com,0
Biz owners still mulling paid sick law,http://www.crainsnewyork.com/article/20140801/SMALLBIZ/140809984/biz-owners-still-mulling-paid-sick-law,41852,1446,www.crainsnewyork.com,0
Most election pollsters are not really in it for the money,http://www.cnbc.com/2016/10/18/most-election-pollsters-are-not-really-in-it-for-the-money.html,42661,1452,www.cnbc.com,0
Feds to NYC: Don't forget about earthquakes,http://www.crainsnewyork.com/article/20140718/REAL_ESTATE/140719853/feds-to-nyc-dont-forget-about-earthquakes,41838,1470,www.crainsnewyork.com,0
IRS to rich: Forget about hiding assets overseas,http://www.crainsnewyork.com/article/20140708/REAL_ESTATE/140709900/irs-to-rich-forget-about-hiding-assets-overseas,41828,1562,www.crainsnewyork.com,0
City urged to boost bet on manufacturing,http://www.crainsnewyork.com/article/20140619/REAL_ESTATE/140619839/city-urged-to-boost-bet-on-manufacturing,41809,1566,www.crainsnewyork.com,0
"NY, NJ governors faulted for dysfunctional Port",http://www.crainsnewyork.com/article/20140714/REAL_ESTATE/140719950/ny-nj-governors-faulted-for-dysfunctional-port,41834,1583,www.crainsnewyork.com,0
City studying 12 to 15 areas for increased density,http://www.crainsnewyork.com/article/20140617/REAL_ESTATE/140619873/city-studying-12-to-15-areas-for-increased-density,41807,1624,www.crainsnewyork.com,0
Top property sales shift downtown,http://www.crainsnewyork.com/article/20140722/REAL_ESTATE/140729969/top-property-sales-shift-downtown,41842,1642,www.crainsnewyork.com,0
Yellow cabs to Uber: Let's be frenemies,http://www.crainsnewyork.com/article/20140723/TRANSPORTATION/140729930/yellow-cabs-to-uber-lets-be-frenemies,41843,1740,www.crainsnewyork.com,0
$27M SoHo Square beautification plan advances,http://www.crainsnewyork.com/article/20140626/REAL_ESTATE/140629892/-27m-soho-square-beautification-plan-advances,41817,1777,www.crainsnewyork.com,0
How Online Shopping Is Changing Retail Jobs (VIDEO),https://www.newsy.com/stories/how-online-shopping-is-changing-retail-jobs/,43087,1977,www.newsy.com,0
How Your Online Shopping Is Changing Retail Jobs,https://www.news5cleveland.com/newsy/how-your-online-shopping-is-changing-retail-jobs,43087,1978,www.news5cleveland.com,0
How Your Online Shopping Is Changing Retail Jobs,https://www.wcpo.com/newsy/how-your-online-shopping-is-changing-retail-jobs,43087,1978,www.wcpo.com,0
How your online shopping is changing retail jobs,https://www.aol.com/article/finance/2017/12/18/how-your-online-shopping-is-changing-retail-jobs/23310800/,43087,2185,www.aol.com,0
They Call It Canaan,http://www.vqronline.org/reporting-articles/2017/04/they-call-it-canaan,42828,7062,www.vqronline.org,2
Alternative Health in Chiang Mai,http://www.chiangmaicitylife.com/citylife-articles/alternative-health-in-chiang-mai/,40664,1214,www.chiangmaicitylife.com,0
Surveying the Destruction in Gaza,http://graphics.wsj.com/gaza-surveying-destruction/,41865,2527,www.wsj.com,0
Chiang Mai Researchers Cure ALL Disease!,http://www.chiangmaicitylife.com/citylife-articles/chiang-mai-researchers-cure-all-disease/,40664,1774,www.chiangmaicitylife.com,0
The Kings Romans Casino,http://www.chiangmaicitylife.com/citylife-articles/the-kings-romans-casino/,40695,872,www.chiangmaicitylife.com,0
Pakse Versailles,http://www.chiangmaicitylife.com/citylife-articles/pakse-versailles/,40695,383,www.chiangmaicitylife.com,0
Tree Top Laos,http://www.chiangmaicitylife.com/citylife-articles/tree-top-laos/,40695,858,www.chiangmaicitylife.com,0
Benefits policy at Sinclair has yet to include domestic partners,http://www.sinclairclarion.com/home/life/2012/04/03/benefits-policy-at-sinclair-has-yet-to-include-domestic-partners/,40971,1330,www.sinclairclarion.com,0
Liquidating Lehman graphic,https://www.wsj.com/articles/financial-crisis-six-years-on-liquidating-lehman-1410733717,41896,800,www.wsj.com,0
You're Probably Drinking Cannibal Cow Milk,https://munchies.vice.com/en_us/article/9agpq8/youre-probably-drinking-cannibal-cow-milk,41834,1427,www.vice.com,1
Africa's Sugar Ambitions Turn Sour,https://www.wsj.com/articles/africas-once-promising-sugar-market-struggles-1413821598,41932,800,www.wsj.com,0
How Churches Are Slowly Becoming Less Segregated,https://www.wsj.com/articles/a-church-of-many-colors-the-most-segregated-hour-in-america-gets-less-so-1413253801,41925,800,www.wsj.com,0
"U.S. Ebola Survivors Tread Painful, Lonely Journeys",https://www.wsj.com/articles/u-s-ebola-survivors-tread-painful-lonely-journeys-1414801784,41943,800,www.wsj.com,0
Warren Buffett Puts Wind in BerkshireÍs Sails,https://www.wsj.com/articles/buffett-puts-wind-in-berkshires-sails-1414084146?mod=WSJ_hp_RightTopStories,41935,800,www.wsj.com,0
Natural-Gas Prices Fall Even With Chill Nearing,https://www.wsj.com/articles/natural-gas-prices-fall-even-with-chill-nearing-1413762964,41931,800,www.wsj.com,0
Teeming Transit-The strain is showing underground,http://www.densecitynyc.com/teeming-transit/,41919,886,www.densecitynyc.com,0
More Expensive Cup of Coffee? Beans Soar to 2_-Year High,https://www.wsj.com/articles/coffee-futures-soar-to-2-1-2-year-high-on-dry-weather-in-brazil-1412602469?mod=WSJ_hpp_MIDDLENexttoWhatsNewsForth,41919,800,www.wsj.com,0
"Churches continue to disband, merge",https://www.springfieldnewssun.com/news/local/churches-continue-disband-merge/UqykpIywQDBKA2jwRA6J5J/,41170,1494,www.springfieldnewssun.com,0
Benefits policy at Sinclair has yet to include domestic partners,http://www.sinclairclarion.com/home/tartan-news/2012/04/03/benefits-policy-at-sinclair-has-yet-to-include-domestic-partners/,40971,1505,http://www.sinclairclarion.com/,0
Heroin lands man in prison,https://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146692,41465,800,www.recordherald.com,0
"Man gets two years for burglary, intimidation",http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=mfahey@civitasmedia.com&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146600&PollID=166&btnView=1,41444,600,www.recordherald.com,0
Max price set for new SSCC campus,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=mfahey@civitasmedia.com&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146700,41444,600,www.recordherald.com,0
High yields?,http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146760,41487,700,www.issuu.com,0
Ward goes to prison on four felonies,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3806568/Ward-goes-to-prison-on-four-felonies,41444,600,www.recordherald.com,0
15 indicted in March session of grand jury,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3814764/15-indicted-in-March-session-of-grand-jury,41445,600,www.recordherald.com,0
Men accused of drug trafficking at YMCA arraigned,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3901628/Men-accused-of-drug-trafficking-at-YMCA-arraigned,41446,600,www.recordherald.com,0
"Man gets two years for burglary, intimidation",http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146600&PollID=166&btnView=1,41447,500,www.recordherald.com,0
Two go to prison for heroin charges,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146738&PollID=166&btnView=1,41448,600,www.recordherald.com,0
Two charged following knife fight,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146941,41449,800,www.recordherald.com,0
Scioto Co. man sentenced in theft,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=140746&TM=7326.609,41452,600,www.recordherald.com,0
"WCH man guilty of purchasing gun illegally, violating protection order",http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3492260/WCH-man-guilty-of-purchasing-gun-illegally-violating-protection-order,41453,500,www.recordherald.com,0
WCH man set for trial in child abuse case,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3818956/WCH-man-set-for-trial-in-child-abuse-case,41454,800,www.recordherald.com,0
Local men sentenced on drug charges,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146607,41455,600,www.recordherald.com,0
Man indicted for charity scam,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=146558,41456,600,www.recordherald.com,0
WCH man arrested for possession of meth,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3597689/WCH-man-arrested-for-possession-of-meth,41457,800,www.recordherald.com,0
Greenfield man guilty of producing meth,http://www.lexisweb.com/Refer.aspx?Type=WebResult&Query=felony&url=http://www.recordherald.com/news/home_top-news/3715062/Greenfield-man-guilty-of-producing-meth,41459,600,www.recordherald.com,0
Pipelines spring up across Ohio,https://issuu.com/acresmidwest/docs/swrurallifejuly2013,41456,700,www.issuu.com,0
A family grows in McClish greenhouse,https://issuu.com/acresmidwest/docs/sw0413,41334,700,www.issuu.com,0
Animals not just food -- Humane Society hopes to bring consumer's attention to humane care for livestock,https://dokumen.tips/documents/southwest-acres-may-2013.html,41405,700,www.issuu.com,0
Personal insurance now can pay for health district vaccines,,41136,479,www.springfieldnewssun.com,0
Ohio counties to get help paying for storm cleanups,,41142,443,www.springfieldnewssun.com,0
Local gas prices spike as Isaac closes in,,41150,465,www.daytondailynews.com,0
Ballot issue forum topic; Tours of high school also part of program,,41174,372,www.daytondailynews.com,0
Clark County wants to 'take back' pills; Residents will be able to dispose of unused prescription medications,,41174,308,www.daytondailynews.com,0
"Fatal West Nile victim identified; Philip Kepple, 84, was Ohio's 4th WNV death this year",,41185,210,www.daytondailynews.com,0
Kids complain about new healthy lunches; More than 1.1 million Ohio students are in the program,,41187,1128,www.daytondailynews.com,0
"School holds vigil, mourns loss of 17-year-old student",,41191,289,www.daytondailynews.com,0
Counterfeit Ed,http://counterfeited.nycitynewsservice.com/,42005,5863,www.nycitynewsservice.com,0
